key,japanese
goDifficulty6,S+ (受ダメ 250%dmg/与ダメ 50%)
goDifficultyDesc,"６つの難易度設定から一つお選びください。\n\n1。 D: 初心者向けの最も簡単な設定。\n\n2. C: 初心者は卒業した人向け。\n\n3. B: 経験豊富な FPS プレイヤー向け。\n\n4. A: 周りから驚きの声が聞こえてきます！\n\n5. S: 子供は絶対にマネしないで！\n\n6. S+: 本当に勇敢な人向け！"
ttLockpickMissing,正しい鍵を所持していません。

"Key Upgrade Tool","鍵用アップグレードツール"
"Backpack","鞄"
"Dismantle 9mm Ammo x5","開くと9mm弾x5"
"Dismantle .44 Ammo x5","開くと.44マグナム弾x5"
"Dismantle 7.62 Ammo x5","開くと7.62mm弾x5"
"Dismantle Shotgun Shells x5","開くとショットガンシェル弾x5"
"Dismantle Blunderbuss Ammo x5","開くとブランダーバスの弾x5"
"Dismantle Iron Arrows x5","開くと鉄矢（弾薬）x5"
"Dismantle Iron Bolts x5","開くと鉄ボルトx5"
"Super Corn Bread","スーパーコーンパン"
"Super Corn Meal","スーパーコーンミール"
"Tier 6 Fetch Clear Quest Schematic","ティア6　回収/一掃クエストの図"
"A note from Frantic Dan","フランティック・ダンからの手紙"
"Tier 6 Fetch Clear Quest","ティア6　回収/一掃クエスト"
"Quality 4 Stone Spear","品質4の石槍"
"Quality 4 Wooden Club","品質4の木製棍棒"
"Quality 4 Stone Sledge","品質4の石製スレッジハンマー"
"Quality 4 Knuckle Wraps","品質4のナックルラップ"
"Quality 4 Bone Knife","品質4の骨ナイフ"
"Quality 4 Primitive Bow","品質4の粗末な弓"
"Quality 2 Stun Baton","品質2のスタンバトン"
"Javelin Master Training","ジャベリンマスター訓練"
"Pummel Pete Training","パメル・ピート訓練"
"Skull Crusher Training","スカルクラッシャー訓練"
"Brawler Training","格闘家訓練"
"Archery Training","アーチェリー訓練"
"Deep Cuts Training","ディープカット訓練"
"Electrocutioner Training","感電者訓練"
"foodSnowberryCocktail,"スノーベリージュース"
"Snowberry Juice","スノーベリージュース"
"Spencer Mansion Battery","スペンサー邸バッテリー"
"Spencer Mansion Elevator Powersource","スペンサー邸エレベーター用電源"
"Jill's_LockPick","ジルのロックピック"
"Sword Key","剣の鍵"
"Armour Key","鎧の鍵"
"Shield Key","盾の鍵"
"Helmet Key","兜の鍵"
"Emblem Key","エンブレムの鍵"
"Wolf Book","狼の本"
"Eagle Book","鷲の本"
"Death Mask Without Eyes","目の無いデスマスク"
"Death Mask Without Mouth","口の無いデスマスク"
"Death Mask Without Nose","鼻の無いデスマスク"
"Death Mask Without All Three","3パーツ全て無いデスマスク"
"Laboratory Key","研究所の鍵"
"Prison Key","監獄の鍵"
"Sword Door","剣の扉"
"Sword Iron Door","剣の金属扉"
"Armour Door","鎧の扉"
"Armour Iron Door","鎧の金属扉"
"Shield Door","盾の扉"
"Helmet Door","兜の扉"
"Helmet Iron Door","兜の金属扉"
"Emblem Door","エンブレムの扉"
"Wolf and Eagle Door","狼と鷲の扉"
"Laboratory Door","研究所の扉"
"Laboratory Iron Door","研究所の金属扉"
"Door That Sees No Evil","見ざるの扉"
"Door That Speaks No Evil","言わずの扉"
"Door That Smells No Evil","嗅がずの扉"
"Door That Sees Speaks Smells No Evil","見ざる言わず嗅がずの扉"
"Door Of No Evil","見ざる言わず嗅がずの扉"
"Pump Shotgun (Hit to Pickup)","ポンプショットガン(叩いて回収)"
"Magnum Revolver (Hit to Pickup)","マグナムリボルバー(叩いて回収)"
"Rocket Launcher (Hit to Pickup)","ロケットランチャー(叩いて回収)"
"Handgun Ammo","ハンドガンの弾"
"Shotgun Ammo","ショットガンの弾"
"Magnum Ammo","マグナムの弾"
"Rocket Ammo (Hit to Pickup)","ロケット弾(叩いて回収)"
"Hand Grenade (Hit to Pickup)","グレネード(叩いて回収)"
"ResetPoints","リセットポイント"
"SpencerMansionWireTool","スペンサー邸ワイヤーツール"
"SpencerMansionWrench","スペンサー邸レンチ"
"SwordKeyBlock","剣の鍵"
"ArmourKeyBlock","鎧の鍵"
"ShieldKeyBlock","盾の鍵"
"HelmetKeyBlock","兜の鍵"
"EmblemKeyBlock","エンブレムの鍵"
"LaboratoryKeyBlock","研究所の鍵"
"PrisonKeyBlock","監獄の鍵"
"WolfBookBlock","狼の本"
"EagleBookBlock","鷲の本"
"LandmineBook","地雷の本"
"Waiting for a chicken","鶏待ち中"
"sleeperTyrant","タイラント・スリーパー"
"SpencerMansionBatteryBlock","スペンサー邸バッテリー"
"SpencerMansionGeneratorBlock","スペンサー邸ジェネレーター"
"Diamond Blade Trap","ダイアモンド・ブレードトラップ"
"MansionVaultDoor","館の金庫用ドア"
"MansionElevatorDoor","館のエレベータードア"
"MansionPrisonDoor","館の監獄ドア"
"Mansion Wood Door","館の木製ドア"
"Mansion Iron Door","館の鉄のドア"
"MansionVaultHatch","館の金庫用ハッチ"
"MansionWindowSmashed","館の割れた窓"
"MansionWindow","館の窓"
"TyrantWall","タイラントの壁"
"Tyrant","タイラント"
"Anti-Tyrant Rocket Launcher","対タイラント用ロケットランチャー"
"Super Tyrant","スーパータイラント"
"Anti-Tyrant Rocket Launcher (Hit to Pickup)","対タイラント用ロケットランチャー(叩いて回収)"
"Anti-Tyrant Rocket (Hit to Pickup)","対タイラント用ロケット(叩いて回収)"
"Crimson Head",クリムゾンヘッド
"Crimson Head Prototype",クリムゾン・ヘッド・プロト1
quest_WeaponSpear,"槍クエスト"
quest_WeaponClub,"棍棒クエスト"
quest_WeaponSledge,"スレッジハンマー・クエスト"
quest_WeaponKnuckle,"ナックル・クエスト"
quest_WeaponKnife,"ナイフ・クエスト"
quest_WeaponBow,"弓クエスト"
quest_WeaponBaton,"スタンバトン・クエスト"
quest_Escape,"脱出クエスト"
tier6_nexttrader,"次のトレーダー・クエスト"
Primitive,"原始的なアイテム"
Primitive_desc,"原始的なアイテムは削除されているため、ゲームステージに依存するようなコンテナ(武器やツールが入っている箱や金庫など)はゲームステージが20から上になってから開く事をお勧めします。"
Inventory,"インベントリ"
Encumberance,"重量制限"
Inventory_desc,"バイオハザードのインベントリシステムに近づけるため、 インベントリはあなたのツールベルト内のみとなります。\n\nアイテム整理を行うために鞄内に物を入れることは出来ますが、 鞄内を空にするまで動くことは出来ません。\n\nサバイバル本能パークにポイントを消費する事で、インベントリを4スロットまで増やす事は可能です。\nサバイバル本能パークは知能(Intellect)タブ内にあります。"
"Loot Respawn","アイテム復活"
"How to force loot respawn","アイテム復活のさせ方"
Loot_Respawn_desc,"アイテムを復活させるためには、アイテムをルートコンテナ内に最低一つ入れておく必要があります。\n草などを入れておくと良いでしょう。\n\nアイテムを入れておく事で、プレイヤーが近くにいても、アイテム復活タイマーがリセットされずに済みます。\n設定してあるアイテム復活日数が過ぎたら、中に入っているアイテムを取り出します。\n取り出した直後に入れ物内のアイテムが復活するはずです。"
"Durability","耐久"
"No repairs","修理不可"
Durability_desc,"全ての武器、ツール、アーマーの耐久は無くなっているので、壊れる心配はありません。\n\n釘抜ハンマーとネイルガンだけは修理する事が出来るようになっています。"
"The Spencer Mansion Challenge","スペンサー邸チャレンジ"
"Enter The Survival Horror","Enter The Survival Horror"
"Build a Gyrocopter","ジャイロコプターを組み立てる"
"Escape The Spencer Mansion","スペンサー邸から脱出"
"Scavenge the mansion for parts and put together a gyrocopter. Then fly to the safe zone.","館内を探索し、ジャイロコプターをクラフトするために必要は材料を集め、クラフトし、館から脱出しましょう。\n必要な作業台などは館内のどこかにあります。\n必要な資材は館内の物をレンチ入手後に分解する、敷地内にある鉱脈を採掘する、ゲームステージが15から上になってから、ルートで見つけるなどと工夫して見つけてください。"
"Your Stone Spear","あなたの石槍"
"Quality 4 Stone Spear","品質4の石槍"
"Your Favourite Weapon Class","あなたのお気に入りの武器クラス"
"Your Wooden Club","あなたの木製棍棒"
"Quality 4 Wooden Club","品質4の木製棍棒"
"Your Stone Sledge","あなたの石製スレッジハンマー"
"Quality 4 Stone Sledge","品質4石製スレッジハンマー"
"Your Leather Wraps","あなたのナックルラップ"
"Quality 4 Knuckle Wraps","品質4ナックルラップ"
"Your Bone Knife","あなたの骨ナイフ"
"Quality 4 Bone Knife","品質4骨ナイフ"
"Your Primitive Bow","あなたの粗末な弓"
"Quality 4 Primitive Bow","品質4粗末な弓"
"Your Stun Baton","あなたのスタンバトン"
"Quality 2 Stun Baton","品質2スタンバトン"
"Escape The Spencer Mansion","スペンサー邸から脱出"
"Build yourself a Gyrocopter","ジャイロコプターを組み立てる"
"Challenge Completion","チャレンジ完了"
Completion_desc,"おめでとうございます！\n無事スペンサー邸から脱出することが出来ました！\n\n私が制作しながら楽しめたように、皆様が楽しくプレイ出来た事を願います！\n\nフランティック・ダン"
"Zombies","ゾンビ"
"Zombie Respawn","ゾンビ復活"
Zombies_desc,"室内のゾンビを殲滅させると、 ゲーム内時間5日後に、その部屋のゾンビは復活します。\n\n新しく復活するたびにゾンビは以前より強くなります。\n経験値や稀に落とすアイテムのためにたくさんのゾンビを倒しましょう。"
"Farming","農業"
Farming_desc,"あなたはこの館内で数週間過ごす事になるので、飢えないよう、自給自足する必要があります。\n\n生き残るためにはなるべく早く農作業を開始する事をお勧めします。\n\n館の敷地内にある耕作区画を活用することも出来ますが、いずれ自分でもクラフトする事も出来るようになります。\n\n鳥の巣: 鳥の巣はリアル時間7時間でアイテム復活するので、壊さないほうが良いでしょう。\n\nスノーベリー: スノーベリーは耕作区画が無くても育てることが出来るので、なるべく早く植えることをお勧めします。"
quest_BasicSurvival1_desc,"1998年7月、あなたはジル・バレンタイン、特殊作戦部隊S.T.A.R.S.の一員です。同部隊のブラヴォーチームが行方不明となったため、現場に訪れました。\n\nアークレイ山地の森の中で墜落したヘリを発見しました。\n墜落したヘリはブラヴォーチームの物で、乗員は全員死んでおり、あなたのチームは野犬に追われてしまいました。\n野犬の群れから逃げていると、遠くに館が見えたため、そこに避難する事にしました。\n\n外は大変危険なため、あなたはここから出る事が出来なくなりました！"
modGunMeleeBlessedMetalDesc,タイラントに与えるダメージ量が大幅に上がります。\n\nナイフにセット可能。
modMeleeFortifyingGripDesc,体力が50%以下になると80秒ごとに体力が１ずつ回復します。
"Final Escape","大脱出"
"It's finally time for you to escape this hell!","ついにこの地獄のような場所から脱出する時が来ました！"
"Tyrant Loot",タイラント略奪品
"Grace Loot",グレイス略奪品
zombieJanitor,"用務員ゾンビ"
zombieJanitorFeral,"フェラル用務員ゾンビ"
zombieJanitorRadiated,"汚染用務員ゾンビ"
animalDireWolf,"ダイアウルフ"
zombieLab,研究員ゾンビ
zombieLabFeral,フェラル研究員ゾンビ
animalSnake,蛇
animalWolf,"狼"
zombieJoeRadiated,"汚染ジョー・ゾンビ"
zombieMarleneRadiated,"汚染マーリーン・ゾンビ"
zombieBikerFeral,"フェラル・バイカーゾンビ"
zombieWightRadiated,"汚染・ワイト"
zombieBoeRadiated,"汚染・ボウ・ゾンビ"
zombieFemaleFatRadiated,"汚染・空腹ゾンビ"
zombieMoeRadiated,"汚染・モウ・ゾンビ"
zombieArleneRadiated,"汚染・アーリーン・ゾンビ"
zombieLabRadiated,"汚染・研究員ゾンビ"
zombieScreamerRadiated,"汚染・スクリーマー・ゾンビ"
zombieDarleneRadiated,"汚染・ダーリーン・ゾンビ"
zombieYoRadiated,"汚染・ヨウ・ゾンビ"
zombieSteveRadiated,"汚染・スティーヴ・ゾンビ"
zombieSpiderRadiated,"汚染・スパイダー・ゾンビ"
zombieSoldierRadiated,"汚染・ソルジャー・ゾンビ"
zombieSkateboarderRadiated,"汚染・スケーター・ゾンビ"
zombieCheerleaderRadiated,"汚染・チアリーダー・ゾンビ"
zombieOldTimerRadiated,"汚染・カウボーイ・ゾンビ"
zombieBikerRadiated,"汚染・バイカー・ゾンビ"
animalZombieVultureRadiated,"汚染・ゾンビ・ハゲワシ"
perkDeepCutsRank1LongDesc,持っている武器はなまくらですが、使い方は理解しているようですね。\n\nナイフ使用時の敵へのダメージ量17%上昇\n\nナイフ使用時のブロックダメージ量上昇50%
perkDeepCutsRank2LongDesc,あなたの友人たちはあなたの事をナイフガイと呼びます。\n\nナイフ使用時の敵へのダメージ量34%上昇\n\nナイフ使用時のブロックダメージ量上昇100%
perkDeepCutsRank3LongDesc,斬撃武器の扱いに関しては、あなたは他の人より一段上です。\n\nナイフ使用時の敵へのダメージ量51%上昇\n\nナイフ使用時のブロックダメージ量上昇150%
perkGunslingerRank3LongDesc,だいたいの状況をコントロールできるほどのシェリフになりました。\n\nハンドガン使用時のダメージ量が17%上がり、射撃レートが8%上がり、リロード速度が10%が速くなります。\n\nクリティカルダメージ: 5 回連続ヒット成功後にクリティカルヒット発生。
perkGunslingerRank4LongDesc,酒場いっぱいの騒がしい奴らを一瞬でクリアするほどのガンファイターになりました。\n\nハンドガン使用時のダメージ量が34%上がり、射撃レートが16%上がり、リロード速度が20%が速くなります。\n\nクリティカルダメージ: 4回連続ヒット成功すると最後の1発のダメージが倍になります。
perkGunslingerRank5LongDesc,ナベズゲイン1のガンスリンガーになりました。\n\nハンドガン使用時のダメージ量が51%上がり、射撃レートが24%上がり、リロード速度が30%が速くなります。\n\nクリティカルダメージ: 3 回連続ヒット成功すると最後の1発のダメージが倍になります。
perkLightArmorRank1LongDesc,ライトアーマーウォリアーの道を進み始めました。\n\nアーマーによる機動力へのペナルティが 15% 軽減され、スタミナへのペナルティが 10%軽減されます。
perkLightArmorRank2LongDesc,あなたは何度か戦を生き抜く事が出来ました、いつか騎士になりたいと思っています。\n\n アーマーによる機動力へのペナルティが 30% 軽減され、スタミナへのペナルティが 20%軽減されます。
perkLightArmorRank3LongDesc,幾度もの戦いで経験を積んだため、騎士になる事が出来ました。\n\nアーマーによる機動力へのペナルティが 50% a軽減され、スタミナへのペナルティが 35%軽減されます。
perkLightArmorRank4LongDesc,あなたはすっかり有名になりました、立派な剣闘士です。\n\nアーマーによる機動力へのペナルティが 75% 軽減され、スタミナへのペナルティが 50%軽減されます。
perkBrawlerRank1LongDesc,ゾンビにいじめられるのはこりごりですか？\n歯を折ってやれば、噛まれる心配はありません。\n\nナックル使用時のダメージ量が17%上がります。\n\n頭部を攻撃すると、敵の感染させる能力を無効化する事が可能です。
perkBrawlerRank3LongDesc,あなたは今まで散々戦ってきたおかげで、かなりの強打者になったようです。\n\nナックル使用時のダメージ量が34%上がります。\n\nパワーアタック時、20%の確率で敵をノックダウンさせることが出来、30%の確率でパワーアタック時に敵をよろけさせます。
perkBrawlerRank5LongDesc,あなたは完全に総合格闘技をマスターしました。\n\nこれであなたは殺人兵器として登録されました。\n\nナックル使用時のダメージ量が51%上がります。\n\n敵の頭部を攻撃すると30%の確率でノックダウンさせ、頭部破壊率が上がります。
perkMachineGunnerRank3LongDesc,幾度もの戦いの末、ソルジャーになる事が出来ました。\n\nマシンガン使用時のダメージ量が17%上がり、射撃レートが8%速くなり、リロード速度が10%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを1ずつ回復します。
perkMachineGunnerRank4LongDesc,あなたのスキルの高さはスペシャルフォース並みです。\n\nマシンガン使用時のダメージ量が34%上がり、射撃レートが16%速くなり、リロード速度が20%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを2ずつ回復します。
perkMachineGunnerRank5LongDesc,あなたは究極のマシンガンナーになりました。\n\nマシンガン使用時のダメージ量が51%上がり、射撃レートが24%速くなり、リロード速度が30%短縮されます。\n\nコマンドーアドレナリン: マシンガンでの攻撃を命中すると、毎回スタミナを3ずつ回復します。
perkElectrocutionerRank1LongDesc,取説はどこですって？\nそのくらいわかりませんか？\n敵に向けてトリガーを引くだけです。\n\nスタンバトン使用時のダメージ量が17%上がり、敵に与えるスタン効果の持続時間が20%長くなります。
perkElectrocutionerRank2LongDesc,段々とスタンバトンの扱いに慣れてきましたね。\n\nスタンバトン使用時のダメージ量が34%上がり、敵に与えるスタン効果の持続時間が 40%長くなります。
perkElectrocutionerRank3LongDesc,あなたのスタンバトンの威力ならば、牛でもノックアウトできそうです。\n\n残念ながら、牛は皆、ゾンビに食べられてしまったようなので試す事は出来ません。\n\nスタンバトン使用時のダメージ量が51%上がり、敵に与えるスタン効果の持続時間が60%長くなります。
perkDeadEyeRank3LongDesc,あなたはしっかりと自分の身を守れるマークスマンになりました。\n\nライフル使用時のダメージ量が17%上がり、照準を合わせる速度が15%上がり、リロード速度が10%上がり、ライフルでエイム時のスタミナ消費量が10%減ります。\n\nキルストリーク: 続けて敵を倒すとダメージボーナスが10%、20%、最大30%付きます。
perkDeadEyeRank4LongDesc,あなたは狙撃の名手になりました。\n\nライフル使用時のダメージ量が34%上がり、照準を合わせる速度が45%上がり、リロード速度が20%上がり、ライフルでエイム時のスタミナ消費量が20%減ります。\n\nキルストリーク: 続けて敵を倒すとダメージボーナスが20%、30%、最大40%付きます。
perkDeadEyeRank5LongDesc,デッドアイ: 激しいトレーニングと数えきれない射撃数の結果、あなたはデッドアイスナイパーになりました。\n\nライフル使用時のダメージ量が51%上がり、照準を合わせる速度が50%上がり、リロード速度が30%上がり、ライフルでエイム時のスタミナ消費量が30%減ります。\n\nキルストリーク: 続けて敵を倒すとダメージボーナスが30%、40%、最大50%付きます。
perkDemolitionsExpertRank1LongDesc,あなたは手榴弾兵の見習いです、爆発物の扱いには十分注意してくださいね。\n\n爆発系武器使用時のダメージ量が17%上がり、リロード速度が10%上がり、照準を合わせる速度が15%上がり、50%の確率で敵をスタンさせ、敵の部位破壊率を15%上げます。\n\nパイプボム、プレッシャープレート、クッキングポット地雷、ハブキャップ地雷がクラフト可能になります。
perkDemolitionsExpertRank2LongDesc,あなたは爆発物を扱う事が出来ます。\n\n爆発系武器使用時のダメージ量が34%上がり、リロード速度が20%上がり、照準を合わせる速度が30%上がり、100%の確率で敵をスタンさせ、敵の部位破壊率を30%上げます。\n\nグレネード、大量の火薬、フラグロケット弾がクラフト可能になります。
perkDemolitionsExpertRank3LongDesc,あなたは爆発物の扱いになれています。\n\n爆発系武器使用時のダメージ量が51%上がり、リロード速度が30%上がり、照準を合わせる速度が45%上がり、33%の確率で敵を走れなくする事が出来、敵の部位破壊率を20%上げます。\n\nコンタクトグレネード、エアフィルター地雷がクラフト可能になります。
perkJavelinMasterRank3LongDesc,あなたはスピアマンになりました。\n\nスピア使用時のダメージ量が17%上がり、投げた時の飛距離が17%上がります。
perkJavelinMasterRank4LongDesc,あなたはランスマンになりました。\n\nスピア使用時のダメージ量が34%上がり、投げた時の飛距離が34%上がります。
perkJavelinMasterRank5LongDesc,あなたはジャベリンマスターになりました、こんな世の中になっていなければ、オリンピック選手になれたかもしれません。\n\nスピア使用時のダメージ量が51%上がり、投げた時の飛距離が51%上がります。
perkBoomstickRank1LongDesc,命中力が低いからか、接近戦で強いからか、理由は分かりませんが、ショットガン好きなあなたにはあまり近づきたくありません。\n\nショットガン使用時のダメージ量が17%上がり、射撃レートが10%速くなり、リロード速度が10%上がります。\n\n敵のスタン状態が6秒間持続するようになり、部位破壊率が5%上がります。\nダブルバレル・ショットガンがクラフト可能になります。
perkBoomstickRank2LongDesc,荒れ地を放浪していたら、ショットガンのスキルが身に付いたようです。\n\nショットガン使用時のダメージ量が20%上がり、射撃レートが20%速くなり、リロード速度が15%上がります。\n部位破壊率が10%上がります。
perkBoomstickRank3LongDesc,射撃大会がまだ行われていたのなら、あなたはクレー射撃のプロになれる事でしょう。\n\nショットガン使用時のダメージ量が34%上がり、射撃レートが20%速くなり、リロード速度が20%上がります。\n\n敵のスタン状態が8秒間持続するようになります。\n部位破壊率が10%上昇します。
perkBoomstickRank5LongDesc,あなたはあの伝説的なショットガンメシアの領域に到達しました、あなたの敵が最後に目にする者はあなたになる事でしょう。\n\nショットガン使用時のダメージ量が51%上がり、射撃レートが30%速くなり、リロード速度が30%上がります。\n\n敵の足を攻撃し、ダメージを負わせる事で、走れなくする事が出来るようになります。
perkHeavyArmorRank1LongDesc,ヘビーアーマー着用中のあなたの動きはぎこちないかもしれませんが、生存率は上がっています。\n\nヘビーアーマー着用時の移動速度やスタミナへのペナルティが10%軽減されます。
perkHeavyArmorRank2LongDesc,あなたは大変打たれ強いようです。 \n\nヘビーアーマー着用時の移動速度やスタミナへのペナルティが 20%軽減されます。
perkHeavyArmorRank3LongDesc,これこそ、本気の防具です。\n\nヘビーアーマー着用時の移動速度やスタミナへのペナルティが 30%軽減されます。
perkHeavyArmorRank4LongDesc,生きた戦車と言っても過言ではありません。\n\nヘビーアーマー着用時の移動速度やスタミナへのペナルティが40%軽減されます。
perkPummelPeteRank3LongDesc,野球選手くらい強く棍棒を振る事が出来るようになりました。\n\n棍棒系武器使用時のダメージ量が17%上がり、スタン中の敵へのダメージ量が50%上がります。\n\nパワーアタック使用時、ダウン中の敵を60%の確率で再びノックダウンさせる事が出来ます。\n\n短時間のうちに5回攻撃を命中させると、最後の一発のダメージが倍になります。
perkPummelPeteRank4LongDesc,立ち上がる事なんて許しません。\n\n棍棒系武器使用時のダメージ量が34%上がり、スタン中の敵へのダメージ量が100% 上がります。\n\nパワーアタック使用時、ダウン中の敵を80%の確率で再びノックダウンさせる事が出来ます。\n\n短時間のうちに4回攻撃を命中させると、最後の一発のダメージが倍になります。
perkPummelPeteRank5LongDesc,パメル・ピートは50ものゾンビを棍棒だけで倒したようです。\n\nあなたも同じくらい強くなりましたね。\n\n棍棒系武器使用時のダメージ量が51%上がり、スタン中の敵へのダメージ量が150% 上がります。\n\nパワーアタック使用時、ダウン中の敵を100%の確率で再びノックダウンさせる事が出来ます。\n\n短時間のうちに3回攻撃を命中させると、最後の一発のダメージが倍になります。
perkSkullCrusherRank3LongDesc,あなたは、だいたいの敵を倒す事が出来るようになりました。\n\nスレッジハンマー使用時のダメージ量が17%増えます。\n\nパワーアタック使用時、20%の確率で敵をノックダウンさせる事が出来、20%の確率で、周囲にいる他の敵も同時にノックダウンさせます。
perkSkullCrusherRank4LongDesc,あなたの邪魔をするものは皆倒す事が出来るようになりました。\n\nスレッジハンマー使用時のダメージ量が34%増えます。\n\nパワーアタック使用時、40%の確率で敵をノックダウンさせる事が出来、35%の確率で、周囲にいる他の敵も同時にノックダウンさせます。
perkSkullCrusherRank5LongDesc,誰であろうと、あなたの事を怒らせないほうが良さそうですね。\nスレッジハンマー使用時のダメージ量が51%増えます。\n\nパワーアタック使用時、60%の確率で敵をノックダウンさせる事が出来、50%の確率で、周囲にいる他の敵も同時にノックダウンさせます。。
